Row.names,Time stamp,Sex,Age,Breed,Number,Accommodation,Area,Ext,Obs,Shy,Calm,Afraid,Clever,Vigilant,Persevering,Affectionate,Friendly,Lonely,Brutal,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBird,PredMamm,More
1663,2021-03-06 18:06:23 UTC,F,2a10,ORI,1,AAB,U,2,2,4,3,4,4,4,4,4,4,5,1,3,3,3,3,3,2,1,0,This is an ORI/TUV
1664,2021-03-06 18:22:49 UTC,M,2a10,NR,1,ML,U,1,2,1,5,2,4,4,4,5,5,2,2,4,4,3,4,4,2,1,0,"Very interested in what we do, he is not far from us!"
1665,2021-03-06 18:38:32 UTC,M,2a10,EUR,2,AAB,PU,2,2,2,4,2,4,4,5,5,4,1,1,3,1,3,2,2,2,1,1,
1666,2021-03-06 18:44:30 UTC,M,1a2,NR,2,ML,PU,2,2,1,3,2,4,4,4,4,4,1,3,3,3,3,3,3,2,1,1,
1667,2021-03-06 18:58:06 UTC,F,1a2,NR,1,AAB,U,2,2,4,3,4,4,4,4,3,2,4,1,2,2,2,3,3,2,1,0,
1668,2021-03-06 19:05:50 UTC,F,1a2,EUR,3,ASB,R,0,2,2,2,2,2,3,3,3,3,3,3,2,2,2,3,2,2,1,1,
1669,2021-03-06 19:16:33 UTC,M,1a2,EUR,1,ML,PU,0,2,2,3,3,4,4,3,5,4,3,1,1,2,1,4,3,2,1,1,
167,2021-03-13 16:20:05 UTC,F,2a10,RAG,5,ML,R,0,3,5,5,5,4,5,4,4,3,4,1,1,1,2,3,2,NSP,0,0,
1670,2021-03-06 20:00:44 UTC,F,2a10,NR,1,AAB,PU,2,2,3,4,1,4,5,4,4,4,3,1,2,1,4,5,5,2,1,0,"He does not go outside alone, the balcony is secured with a net and outside he is in a harness and leash"
1671,2021-03-06 21:08:14 UTC,F,2a10,SBI,1,MI,R,2,3,4,5,1,4,3,4,5,2,4,5,5,2,3,3,4,2,1,3,
1672,2021-03-06 21:46:39 UTC,M,2a10,EUR,2,ML,U,2,2,5,4,3,5,4,4,5,3,3,1,3,4,3,4,2,2,1,1,"He hunts whenever he sees a creature, but there are few in town."
1673,2021-03-06 21:48:59 UTC,M,2a10,Other,2,ML,U,3,1,2,4,2,4,4,4,2,4,4,3,3,3,4,4,3,2,1,1,
1674,2021-03-06 22:16:35 UTC,F,2a10,SBI,2,AAB,PU,2,3,5,4,4,5,4,4,5,1,1,1,5,4,2,4,3,2,1,1,
1675,2021-03-06 22:55:34 UTC,F,1a2,NR,2,AAB,U,2,2,1,3,1,5,5,5,5,5,2,1,1,1,1,2,2,2,1,0,
1676,2021-03-06 23:50:21 UTC,M,2a10,Other,4,ML,R,2,2,4,4,1,4,4,4,4,4,2,1,4,1,1,1,4,2,1,2,
1677,2021-03-07 07:26:27 UTC,F,2a10,BRI,1,MI,PU,4,1,4,4,3,4,4,4,2,2,4,1,1,3,1,4,2,2,1,1,
1678,2021-03-07 07:40:18 UTC,F,More than 10,NSP,1,ML,PU,3,3,3,2,2,4,4,4,5,2,4,2,3,5,4,3,4,2,1,1,
1679,2021-03-07 09:25:48 UTC,M,2a10,NR,2,MI,PU,1,2,2,3,1,2,2,2,2,2,1,1,2,3,1,2,3,2,1,1,
168,2021-03-13 16:20:25 UTC,M,2a10,BEN,More than 5,AAB,R,0,2,2,1,1,5,2,5,5,5,1,4,4,2,3,5,4,NSP,0,0,My cat doesn't go outside at all
1680,2021-03-07 11:49:50 UTC,M,More than 10,NR,1,ML,PU,3,2,2,4,3,4,4,5,4,5,3,1,4,4,4,3,3,2,1,1,
1681,2021-03-07 12:54:12 UTC,M,More than 10,EUR,1,MI,PU,1,2,1,5,2,5,4,5,5,5,1,1,3,3,1,5,2,2,1,1,Very talkative ??
1682,2021-03-07 13:03:58 UTC,F,2a10,Other,5,ML,R,0,2,1,2,1,1,1,1,1,2,2,2,2,3,2,3,2,2,1,1,
1683,2021-03-07 13:11:24 UTC,M,2a10,CHA,2,AAB,U,1,2,3,5,2,5,5,5,5,3,3,1,4,1,2,3,2,2,1,0,Likes to have things thrown at him (hair scrunchies) to bring them back
1684,2021-03-07 15:12:52 UTC,M,2a10,BRI,1,MI,R,2,2,4,5,4,5,5,5,4,4,5,1,1,1,1,1,4,2,1,1,
1685,2021-03-07 16:13:41 UTC,F,2a10,NR,1,ML,R,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,
1686,2021-03-07 16:57:45 UTC,F,More than 10,EUR,3,AAB,U,2,3,2,4,2,3,3,2,4,4,2,2,1,1,2,3,3,2,1,1,
1687,2021-03-07 17:30:59 UTC,M,2a10,SAV,4,AAB,R,2,2,1,1,1,4,4,3,4,2,1,4,4,4,4,1,1,2,1,1,
1688,2021-03-07 17:51:03 UTC,F,2a10,EUR,1,AAB,U,2,2,5,4,5,4,5,3,3,2,5,3,3,3,1,3,3,2,1,1,
1689,2021-03-07 20:39:52 UTC,M,More than 10,EUR,2,AAB,U,2,2,1,4,1,5,5,5,4,4,3,1,5,5,3,4,1,2,1,0,
169,2021-03-13 16:25:07 UTC,M,2a10,NR,3,AAB,U,0,2,1,3,2,5,5,5,4,1,3,4,4,4,3,4,3,NSP,0,0,
1690,2021-03-07 21:30:36 UTC,M,2a10,MCO,2,MI,R,1,2,5,4,3,2,5,1,5,4,3,1,2,2,1,4,3,2,1,0,he goes out into an outdoor enclosure
1691,2021-03-08 06:46:42 UTC,F,2a10,CHA,1,ML,PU,2,2,1,4,1,4,4,4,4,4,2,4,1,4,2,1,2,2,1,1,
1692,2021-03-08 13:19:05 UTC,M,2a10,Other,3,ML,R,2,2,1,4,3,4,4,4,5,4,2,2,2,2,5,3,2,2,1,4,PER Cross
1693,2021-03-08 19:05:15 UTC,M,2a10,NR,2,ML,PU,3,2,4,4,2,4,5,4,5,4,2,1,4,2,2,4,5,2,1,1,
1694,2021-03-09 05:40:35 UTC,F,2a10,EUR,4,ML,R,1,3,2,3,2,5,4,4,5,5,1,1,1,1,1,3,3,2,1,1,
1695,2021-03-09 20:48:52 UTC,F,2a10,EUR,1,ML,PU,2,2,4,3,3,4,5,5,5,4,4,1,3,3,3,3,2,2,1,0,She loves children and is very loyal to me.
1696,2021-03-13 13:09:33 UTC,F,2a10,EUR,2,ASB,R,0,2,4,3,1,5,5,5,5,5,4,3,4,3,4,5,3,2,1,1,
1697,2021-03-13 13:11:02 UTC,F,2a10,BEN,3,AAB,R,2,2,2,2,1,4,3,4,4,4,1,2,2,1,3,4,4,2,1,0,
1698,2021-03-13 13:17:13 UTC,M,2a10,BEN,3,AAB,R,2,2,1,2,1,4,2,4,5,5,1,2,4,1,3,5,2,2,1,0,
1699,2021-03-13 13:18:06 UTC,F,More than 10,NR,More than 5,MI,PU,2,1,4,3,2,4,4,4,4,4,4,2,4,2,2,2,2,2,1,1,
17,2021-02-14 00:16:37 UTC,M,2a10,NR,3,ASB,U,0,2,2,4,1,5,4,4,5,4,2,1,3,3,1,3,5,NSP,0,1,Very good hunter. He caught 2 mice that ended up at my place certainly by chance
170,2021-03-13 16:29:50 UTC,F,1a2,RAG,1,ML,PU,0,2,2,3,1,2,2,3,5,3,1,1,1,1,1,5,5,NSP,0,0,
1700,2021-03-13 13:20:02 UTC,M,2a10,EUR,1,MI,R,2,2,1,5,3,5,4,5,5,5,1,1,1,1,1,2,1,2,1,3,
1701,2021-03-13 13:27:50 UTC,F,2a10,EUR,2,ML,PU,3,2,2,5,1,5,5,5,4,2,4,1,3,1,2,4,2,2,1,1,
1702,2021-03-13 13:31:44 UTC,M,More than 10,EUR,4,AAB,U,1,2,5,5,2,5,5,5,5,1,2,1,2,1,2,3,2,2,1,0,
1703,2021-03-13 13:36:29 UTC,M,2a10,EUR,4,ML,U,2,1,4,4,1,3,5,3,4,4,4,4,5,5,5,5,3,2,1,0,
1704,2021-03-13 13:42:58 UTC,M,2a10,EUR,1,AAB,PU,2,3,2,1,4,3,3,5,5,4,1,2,3,5,3,4,3,2,1,4,"This is an extremely playful cat. And very protective of its territory and of us, can become aggressive towards a guest if a member of our family shows signs of sadness: crying or giggling that resembles sobs (for him)."
1705,2021-03-13 13:49:22 UTC,M,2a10,NSP,2,ML,U,1,2,2,5,1,5,5,5,5,5,3,1,5,1,1,3,1,2,1,1,
1706,2021-03-13 13:58:00 UTC,F,More than 10,BEN,More than 5,MI,R,3,3,1,3,1,5,5,4,5,4,2,2,4,3,4,4,3,2,1,1,
1707,2021-03-13 13:58:08 UTC,F,2a10,NR,2,MI,U,3,1,3,4,5,3,5,4,5,4,2,1,1,2,3,4,3,2,1,2,TR7S CALINE EVEN FUSIONAL
1708,2021-03-13 14:02:08 UTC,F,More than 10,EUR,2,ML,PU,1,2,3,4,4,2,2,3,4,3,4,2,2,3,2,4,3,2,1,2,
1709,2021-03-13 14:14:55 UTC,F,1a2,BRI,2,ML,R,2,2,4,4,2,5,5,4,4,3,4,1,2,1,2,2,1,2,1,1,Of great presence.
171,2021-03-13 16:34:43 UTC,M,2a10,BEN,1,ML,PU,0,3,2,2,3,5,5,5,4,4,4,4,4,2,1,3,1,NSP,0,0,
1710,2021-03-13 14:14:59 UTC,F,More than 10,EUR,1,ML,R,1,1,1,2,1,1,1,1,1,5,1,1,1,1,1,4,5,2,1,2,
1711,2021-03-13 14:44:55 UTC,F,2a10,EUR,1,AAB,U,1,2,3,5,1,3,3,3,5,5,3,1,3,3,2,4,4,2,1,1,"Greater predation on vacation, in summer when camping!"
1712,2021-03-13 14:46:34 UTC,F,2a10,EUR,1,ML,PU,3,2,4,5,3,4,4,3,4,2,4,1,3,4,2,2,2,2,1,2,
1713,2021-03-13 14:51:14 UTC,M,Less than 1,BEN,4,AAB,U,2,2,1,4,1,4,4,4,4,4,4,1,1,1,4,2,2,2,1,0,
1714,2021-03-13 15:07:01 UTC,M,2a10,EUR,1,MI,U,2,2,1,5,4,3,3,3,5,4,4,2,4,4,3,3,3,2,1,1,
1715,2021-03-13 15:08:12 UTC,M,2a10,EUR,2,ML,R,2,2,4,4,3,4,4,3,4,2,2,2,2,3,2,4,4,2,1,4,His nickname: patachon. He is clumsy.
1716,2021-03-13 15:10:52 UTC,F,2a10,EUR,2,ML,R,2,2,2,4,2,4,4,3,4,4,2,2,4,3,2,3,2,2,1,0,She is a precious princess
1717,2021-03-13 15:38:06 UTC,F,More than 10,EUR,2,ML,PU,2,3,2,2,2,4,4,4,4,2,2,1,2,2,2,4,3,2,1,1,
1718,2021-03-13 15:47:06 UTC,F,2a10,NSP,2,ML,PU,0,2,2,4,1,4,4,4,4,4,3,2,5,3,4,4,2,2,1,1,
1719,2021-03-13 15:48:05 UTC,F,More than 10,PER,1,ML,R,2,2,4,5,1,4,4,3,5,3,4,1,5,5,1,2,4,2,1,0,
172,2021-03-13 16:35:01 UTC,M,Less than 1,EUR,1,ASB,U,0,2,2,1,3,5,4,5,4,1,4,4,5,3,4,3,5,NSP,0,0,Didn't have a mother cat (orphan) so weaning was different from the norm
1720,2021-03-13 15:48:49 UTC,M,2a10,PER,2,ML,U,1,3,1,5,1,5,5,5,5,5,1,1,2,5,4,5,1,2,1,1,Predator since the arrival of a baby cat in order to establish its dominance
1721,2021-03-13 16:18:43 UTC,M,2a10,PER,1,MI,PU,2,3,4,4,3,5,5,5,4,4,3,4,4,4,2,4,2,2,1,1,My cat bites me every day 1 to 2 times a day more or less affectionately
1722,2021-03-13 16:23:17 UTC,M,2a10,NR,4,AAB,R,2,3,2,5,1,5,5,3,4,4,2,1,3,1,2,4,3,2,1,1,
1723,2021-03-13 16:31:13 UTC,M,More than 10,EUR,1,ML,R,2,2,4,4,4,2,4,4,4,2,4,4,4,4,4,3,3,2,1,1,At 15 years old
1724,2021-03-13 16:41:23 UTC,M,2a10,EUR,2,ML,PU,3,1,1,5,1,4,4,3,3,5,2,3,1,1,4,2,4,2,1,2,He also lives in another home that he chose alone about 50m from our house.
1725,2021-03-13 16:56:05 UTC,F,2a10,EUR,2,ML,U,2,2,3,4,3,5,4,4,5,4,3,3,3,3,2,3,3,2,1,2,
1726,2021-03-13 17:25:42 UTC,F,2a10,NR,2,ML,U,2,2,3,5,3,2,4,5,4,4,4,3,3,3,3,4,4,2,1,2,
1727,2021-03-13 17:52:38 UTC,F,1a2,NSP,1,ML,R,2,2,1,4,4,4,4,5,3,4,2,3,2,1,3,3,3,2,1,2,She prefers small lizards and grasshoppers.
1728,2021-03-13 18:12:53 UTC,M,Less than 1,EUR,2,ML,R,2,2,4,5,2,4,5,5,5,4,4,1,1,1,1,1,4,2,1,1,
1729,2021-03-13 18:26:13 UTC,F,More than 10,EUR,1,ASB,R,1,3,3,4,3,4,3,4,4,3,4,1,3,3,4,4,3,2,1,1,Homemade cat
173,2021-03-13 16:41:17 UTC,M,2a10,EUR,1,ASB,U,0,3,1,1,2,1,1,1,1,4,2,1,4,2,4,4,1,NSP,0,0,
1730,2021-03-13 18:42:03 UTC,F,1a2,EUR,2,ML,U,3,1,1,3,2,4,4,4,3,2,4,1,3,2,3,3,3,2,1,4,
1731,2021-03-13 18:42:50 UTC,M,2a10,NR,2,MI,R,1,2,2,4,4,4,5,4,5,5,1,1,1,3,2,4,4,2,1,0,
1732,2021-03-13 19:27:12 UTC,M,2a10,ORI,1,ML,PU,2,2,4,4,3,5,4,4,4,3,2,1,1,1,1,4,3,2,1,1,
1733,2021-03-13 19:30:05 UTC,F,2a10,EUR,3,AAB,R,2,2,1,4,1,5,5,5,5,4,5,3,5,4,5,4,3,2,1,1,
1734,2021-03-13 19:46:01 UTC,F,2a10,EUR,1,ASB,U,2,2,5,4,5,5,5,5,4,4,5,1,5,5,1,5,5,2,1,1,"She is very afraid of children to the point of spitting. As for adults, she is simply shy with them."
1735,2021-03-13 20:07:11 UTC,F,2a10,EUR,1,ML,PU,3,3,5,5,2,3,5,3,4,3,3,3,3,4,3,3,4,2,1,1,
1736,2021-03-13 20:23:01 UTC,M,More than 10,EUR,1,ML,PU,2,2,3,4,1,4,3,2,3,3,4,4,4,5,4,3,2,2,1,0,
1737,2021-03-13 21:14:01 UTC,F,2a10,EUR,1,ML,R,3,2,3,4,2,4,4,3,4,2,4,1,1,2,1,4,1,2,1,1,
1738,2021-03-13 21:34:06 UTC,M,2a10,PER,1,ML,PU,1,2,1,2,4,5,3,5,5,5,4,4,4,5,5,4,5,2,1,1,"Hates all animals in his home, he is territorial"
1739,2021-03-13 22:05:27 UTC,M,2a10,EUR,2,ML,U,1,2,4,4,3,4,4,5,2,2,4,5,5,5,4,4,3,2,1,1,
174,2021-03-13 17:01:03 UTC,M,2a10,SPH,1,ASB,U,0,3,2,4,1,5,2,2,5,5,1,4,1,1,1,2,4,NSP,0,0,
1740,2021-03-13 22:35:54 UTC,M,2a10,NR,4,ML,U,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2,1,0,
1741,2021-03-13 22:45:44 UTC,M,2a10,Other,More than 5,MI,PU,3,3,4,2,1,4,3,4,4,1,1,1,1,1,1,1,1,2,1,2,
1742,2021-03-13 23:02:11 UTC,F,2a10,ORI,1,AAB,U,2,3,2,2,3,3,3,3,3,2,1,1,1,1,1,3,2,2,1,0,
1743,2021-03-13 23:02:28 UTC,M,Less than 1,PER,More than 5,AAB,U,3,2,1,1,1,1,1,1,1,5,4,1,3,1,3,4,3,2,1,1,
1744,2021-03-14 01:47:41 UTC,M,2a10,NR,2,ML,U,2,3,3,4,1,5,5,3,5,3,1,1,4,1,2,4,4,2,1,1,
1745,2021-03-14 07:39:28 UTC,F,2a10,EUR,2,ML,R,2,2,5,5,5,3,4,4,4,2,5,1,3,1,3,3,2,2,1,1,
1746,2021-03-14 08:28:39 UTC,M,2a10,EUR,1,ML,R,2,2,4,4,4,5,5,5,4,4,4,1,1,3,3,1,2,2,1,2,
1747,2021-03-14 10:07:45 UTC,F,More than 10,NR,1,MI,U,2,2,4,5,2,5,5,4,3,2,5,1,3,5,2,4,3,2,1,1,
1748,2021-03-14 10:40:09 UTC,M,2a10,EUR,2,ML,PU,0,2,1,4,4,5,5,5,5,5,1,3,2,3,1,5,1,2,1,1,My cats only go out in the garden and don't go outside.
1749,2021-03-14 10:49:57 UTC,F,More than 10,MCO,1,ML,R,2,2,4,4,2,4,4,4,4,2,2,2,4,4,2,3,4,2,1,0,
175,2021-03-13 17:03:04 UTC,F,2a10,CHA,1,ASB,U,0,2,3,4,5,3,4,3,5,5,1,1,1,5,1,4,4,NSP,0,0,
1750,2021-03-14 10:51:46 UTC,M,2a10,PER,1,AAB,U,2,2,5,5,3,5,5,4,4,4,4,1,1,3,1,5,4,2,1,0,
1751,2021-03-14 13:05:01 UTC,F,More than 10,NR,2,AAB,U,1,2,3,3,2,4,4,4,4,3,3,1,1,2,1,4,3,2,1,1,
1752,2021-03-14 13:56:38 UTC,F,2a10,EUR,More than 5,ML,U,1,2,2,3,3,3,3,3,3,3,2,1,3,3,3,3,2,2,1,3,
1753,2021-03-14 14:08:42 UTC,F,2a10,NR,1,MI,R,2,2,5,5,5,4,4,4,3,4,4,1,1,1,1,1,1,2,1,1,fearful
1754,2021-03-14 14:33:27 UTC,F,2a10,EUR,More than 5,MI,PU,3,2,1,4,2,4,4,4,5,5,2,1,3,2,2,4,2,2,1,1,"Very cuddly, knows how to make herself understood and understands the language of certain gestures"
1755,2021-03-14 17:15:17 UTC,M,2a10,SBI,1,AAB,U,1,2,2,5,4,4,4,3,4,2,3,1,1,3,1,5,5,2,1,0,
1756,2021-03-14 17:40:21 UTC,M,2a10,CHA,2,MI,U,1,2,1,4,4,4,4,4,5,5,2,1,2,2,1,4,1,2,1,0,
1757,2021-03-14 17:44:50 UTC,M,2a10,EUR,1,AAB,U,2,3,1,4,2,5,5,4,5,5,2,2,3,2,2,4,3,2,1,1,
1758,2021-03-14 17:56:28 UTC,F,1a2,NR,1,AAB,U,2,2,1,5,3,5,5,5,5,4,4,1,1,3,1,1,5,2,1,0,
1759,2021-03-14 20:51:05 UTC,M,2a10,NR,3,MI,R,2,2,4,4,1,4,5,3,5,3,3,1,1,2,1,4,4,2,1,1,
176,2021-03-13 17:09:21 UTC,F,2a10,Other,2,AAB,R,0,3,2,2,1,4,4,4,5,4,2,1,3,1,2,3,2,NSP,0,0,
1760,2021-03-15 09:32:52 UTC,M,More than 10,TUV,2,AAB,PU,1,3,2,4,2,4,4,4,5,4,1,1,2,2,2,4,2,2,1,0,It's a cat that has the character of a dog
1761,2021-03-15 18:43:43 UTC,M,2a10,EUR,1,AAB,R,3,2,2,3,3,4,3,5,4,4,4,2,3,3,5,4,4,2,1,0,
1762,2021-04-10 18:08:55 UTC,M,More than 10,NR,2,AAB,U,2,2,1,4,1,4,2,3,4,4,4,3,5,5,1,5,1,2,1,1,
1763,2021-02-09 19:20:05 UTC,M,2a10,NSP,1,ML,R,4,1,2,5,2,3,4,4,4,4,4,1,1,2,1,3,4,2,1,1,
1764,2021-02-10 12:33:23 UTC,F,1a2,NR,2,AAB,PU,1,2,3,4,2,4,3,4,4,3,3,2,2,3,3,3,3,2,1,1,
1765,2021-02-10 13:30:32 UTC,M,2a10,RAG,1,ML,R,2,2,2,4,2,4,3,4,3,4,4,2,3,2,3,4,2,2,1,3,
1766,2021-02-10 16:16:56 UTC,F,Less than 1,RAG,1,ML,PU,1,2,1,4,2,5,2,5,4,5,1,2,2,1,4,4,4,2,1,0,
1767,2021-02-10 18:09:46 UTC,F,2a10,NSP,1,ML,PU,2,2,1,3,2,4,2,3,4,5,4,1,2,3,4,1,4,2,1,1,
1768,2021-02-11 21:31:08 UTC,F,2a10,NR,2,ML,U,2,2,4,4,4,4,2,4,4,2,4,2,4,3,2,4,3,2,1,0,
1769,2021-02-11 18:08:32 UTC,F,2a10,SBI,4,ML,R,1,3,1,4,2,5,5,5,5,4,2,1,1,1,1,3,2,2,0,0,
177,2021-03-13 17:31:21 UTC,M,2a10,EUR,5,ASB,R,0,3,1,1,1,3,3,3,3,3,1,2,1,2,2,1,2,NSP,0,0,
1770,2021-02-11 18:16:00 UTC,M,1a2,SBI,2,MI,PU,0,2,2,4,2,4,4,4,4,4,1,2,2,2,2,3,4,2,0,0,
1771,2021-02-11 19:19:17 UTC,F,Less than 1,SBI,1,AAB,U,0,2,1,4,3,5,5,5,5,5,3,1,3,3,2,4,3,2,0,0,
1772,2021-02-11 19:21:08 UTC,M,Less than 1,EUR,1,ML,U,0,1,4,3,3,4,5,5,4,2,2,2,3,3,4,4,4,2,0,0,
1773,2021-02-11 20:40:19 UTC,M,2a10,SBI,2,MI,PU,1,2,4,5,2,5,5,5,5,3,2,1,1,1,1,3,2,2,0,1,
1774,2021-02-11 21:06:41 UTC,F,1a2,SBI,3,AAB,PU,2,2,2,2,2,5,5,5,2,3,2,4,3,2,4,4,1,2,0,0,
1775,2021-02-11 21:18:21 UTC,M,2a10,EUR,3,ASB,PU,0,3,1,5,2,4,4,4,5,5,3,2,3,2,1,5,5,2,0,0,My cats are all FIV positive so they don't go out 0 and n
1776,2021-02-11 21:19:10 UTC,M,Less than 1,SBI,1,ML,PU,0,2,1,4,3,4,4,4,4,5,1,1,1,1,1,4,4,2,0,0,
1777,2021-02-11 21:22:25 UTC,M,Less than 1,SBI,2,ML,PU,0,2,2,3,2,5,2,5,4,5,1,2,1,1,1,5,4,2,0,0,
1778,2021-02-11 21:22:48 UTC,M,More than 10,SBI,More than 5,ML,R,0,3,4,4,4,4,4,1,4,3,4,1,1,1,1,4,1,2,0,0,
1779,2021-02-11 21:24:34 UTC,M,1a2,NR,2,ML,PU,1,2,4,3,2,5,5,4,4,3,2,3,4,2,3,4,5,2,0,0,
178,2021-03-13 17:34:51 UTC,F,1a2,EUR,2,ASB,U,0,2,1,3,2,5,4,4,5,5,1,1,2,2,3,3,3,NSP,0,0,
1780,2021-02-11 21:26:20 UTC,F,2a10,SBI,1,AAB,U,1,2,2,4,3,5,4,4,5,4,2,1,3,2,2,4,4,2,0,0,Hunt insects
1781,2021-02-11 21:32:02 UTC,F,Less than 1,EUR,2,AAB,U,2,3,1,4,3,5,4,4,5,4,1,1,1,3,1,5,1,2,0,0,
1782,2021-02-11 21:34:54 UTC,M,Less than 1,NR,1,ASB,U,0,2,1,2,1,4,5,5,4,4,1,3,2,2,3,3,4,2,0,0,
1783,2021-02-11 22:21:44 UTC,F,Less than 1,SBI,1,ASB,U,0,2,3,4,3,5,5,5,5,3,3,2,3,3,2,2,3,2,0,0,
1784,2021-02-12 00:37:03 UTC,F,Less than 1,SBI,2,MI,R,0,3,4,4,4,5,5,5,5,5,1,1,1,1,3,5,5,2,0,0,
1785,2021-02-12 05:55:47 UTC,F,2a10,SBI,1,ML,U,1,3,3,4,3,5,4,4,5,4,1,1,1,1,1,5,5,2,0,0,
1786,2021-02-12 07:20:47 UTC,M,1a2,PER,3,ML,U,0,2,1,2,1,5,5,2,4,5,1,2,1,1,5,1,4,2,0,0,
1787,2021-02-12 07:22:39 UTC,F,2a10,SBI,3,ML,U,1,2,1,5,1,5,4,4,4,4,1,3,1,1,1,4,1,2,0,0,
1788,2021-02-12 07:24:27 UTC,M,2a10,PER,3,ML,U,2,2,5,4,5,2,4,2,4,2,2,2,3,3,2,1,3,2,0,0,
1789,2021-02-12 08:45:43 UTC,M,Less than 1,SBI,3,MI,R,1,3,1,5,1,4,4,3,5,5,1,1,1,1,1,3,1,2,0,0,Secure enclosed exterior
179,2021-03-13 17:38:39 UTC,F,1a2,PER,1,ASB,U,0,3,3,2,5,5,4,2,4,2,3,1,1,4,1,4,4,NSP,0,0,She has a great interest in insects
1790,2021-02-12 08:47:02 UTC,F,Less than 1,SBI,3,MI,R,1,3,1,5,1,3,3,3,4,4,5,1,1,1,2,3,3,2,0,0,
1791,2021-02-12 09:18:32 UTC,F,Less than 1,NR,3,ML,R,0,3,2,2,1,3,3,3,3,3,2,3,3,2,2,3,3,2,0,0,
1792,2021-02-12 09:27:20 UTC,M,1a2,EUR,3,ML,R,0,3,2,5,1,5,5,4,5,5,1,1,1,1,1,3,1,2,0,0,
1793,2021-02-12 11:13:56 UTC,F,1a2,EUR,1,MI,R,1,1,1,1,3,4,4,4,4,5,4,4,4,3,4,3,3,2,0,0,
1794,2021-02-12 11:59:00 UTC,M,More than 10,EUR,3,ML,R,2,2,2,4,3,3,4,4,5,5,1,3,3,2,3,4,4,2,0,0,cat who lived in an apartment for 13 years before moving to a detached house with a garden
1795,2021-02-12 15:20:02 UTC,M,Less than 1,EUR,1,ML,U,2,2,2,4,1,3,3,4,5,2,2,2,3,2,2,3,4,2,0,0,
1796,2021-02-12 18:44:04 UTC,F,Less than 1,EUR,1,ML,U,0,2,1,3,3,5,4,4,5,5,1,1,1,3,3,3,3,2,0,0,"6 months old, not yet taken outside. Co-lives with a Malinois female dog, they are very close, very playful"
1797,2021-02-12 21:55:33 UTC,M,Less than 1,SBI,1,ML,PU,0,2,2,4,2,4,4,4,5,5,2,1,2,2,2,3,3,2,0,0,"He is still a baby, so he has not been outside, very playful and cuddly, true SBI character, very talkative"
1798,2021-02-13 03:29:04 UTC,M,2a10,NR,2,AAB,U,0,2,3,5,4,5,4,2,4,3,4,1,1,3,2,4,2,2,0,0,
1799,2021-02-13 11:45:19 UTC,M,2a10,NR,1,ML,U,2,2,3,5,4,2,3,4,5,4,2,1,3,3,2,4,4,2,0,0,
18,2021-02-14 00:32:01 UTC,F,More than 10,EUR,2,ASB,U,0,1,1,4,2,4,3,4,5,3,2,1,4,2,3,4,3,NSP,0,0,
180,2021-03-13 17:48:39 UTC,M,Less than 1,TUV,1,AAB,U,0,2,2,1,3,5,5,5,4,4,3,4,4,3,4,3,3,NSP,0,0,"He's a cat that doesn't go out but he's really playful, I can't count the number of mice, puffer fish that he has and that he takes apart.
 He even has a stuffed trout that he gutted for me ??"
1800,2021-02-13 12:32:05 UTC,M,2a10,Other,2,AAB,R,0,3,2,2,2,4,4,4,4,4,2,1,1,1,1,1,1,2,0,0,
1801,2021-02-13 12:50:05 UTC,M,2a10,Other,3,AAB,U,1,3,2,4,4,5,5,5,5,2,1,1,2,3,5,1,5,2,0,0,
1802,2021-02-13 15:06:41 UTC,M,2a10,SBI,2,ML,PU,1,2,2,5,3,5,4,5,5,5,1,1,2,2,2,4,4,2,0,1,
1803,2021-02-13 19:27:37 UTC,M,2a10,SAV,1,AAB,U,0,3,3,4,4,5,5,4,5,3,3,2,2,3,2,4,3,2,0,0,
1804,2021-02-13 22:55:29 UTC,M,2a10,EUR,2,ML,U,2,3,3,4,2,4,4,4,4,3,4,1,3,3,3,4,3,2,0,0,
1805,2021-02-14 00:47:58 UTC,F,More than 10,EUR,2,ML,R,1,2,2,5,1,5,4,4,5,5,2,1,1,1,1,1,1,2,0,0,
1806,2021-02-14 09:02:38 UTC,F,2a10,Other,1,AAB,U,2,2,2,2,3,5,4,4,5,4,2,1,3,3,2,4,4,2,0,0,"She is a Burmese cat, she has access to 2 large terraces which are protected by nets, she can observe but not escape."
1807,2021-02-14 09:09:30 UTC,M,2a10,EUR,More than 5,ML,PU,3,2,3,2,1,4,4,4,4,2,2,2,4,3,2,3,4,2,0,0,
1808,2021-02-14 10:21:27 UTC,M,More than 10,NR,4,ASB,PU,0,2,1,5,1,5,5,5,5,5,2,2,1,5,1,5,5,2,0,0,
1809,2021-02-14 13:02:30 UTC,M,More than 10,EUR,1,AAB,U,1,2,3,4,2,4,4,4,4,4,4,2,4,1,3,4,4,2,0,0,
181,2021-03-13 17:53:25 UTC,F,1a2,MCO,1,ASB,PU,0,3,1,5,3,4,4,4,5,5,2,2,3,3,2,2,4,NSP,0,0,
1810,2021-02-14 19:36:25 UTC,M,2a10,BEN,More than 5,ML,PU,0,2,1,1,1,5,4,5,5,4,3,1,5,4,3,5,1,2,0,0,
