"id","breed","sex","age","numberOfCatsInHouse","houseType","zone","timeOutside","timeWithOwner","shy","calm","afraid","clever","vigilant","persevering","affectionate","friendly","lonely","brutal","dominant","aggressive","impulsive","predictable","distracted","greeneryInArea","birdCatcher","mammalCatcher","bonus"
"446","8","2","3","6","3","2","1","3","1","5","1","5","4","4","5","5","2","1","2","1","1","5","2","3","1","1",""
"449","5","2","3","2","3","3","4","2","1","4","2","4","4","4","4","4","4","1","4","3","3","2","2","3","1","1",""
"450","9","1","1","1","4","2","1","3","1","4","3","4","4","4","5","5","2","1","1","1","3","4","4","3","1","1","The SPH cannot go outside or under supervision with a harness. So he does not hunt paw"
"451","13","2","4","5","4","3","3","3","1","5","1","5","5","5","5","5","1","1","1","2","1","5","3","3","1","1","Cat adopted at a few days old, bottle-fed by me. Extremely close cat."
"452","8","1","1","2","4","3","1","4","4","2","3","5","4","2","4","4","1","1","1","2","4","5","5","3","1","1","She has been raised by humans since she was two weeks old."
"453","13","2","4","2","3","1","1","3","3","5","1","5","5","4","5","1","4","2","2","3","4","3","3","3","1","1","Friendly with only one master"
"454","8","2","3","2","4","3","2","4","1","4","1","4","2","2","4","4","1","1","1","1","1","4","1","3","1","2","Reports, follows the human constantly"
"455","7","2","4","2","3","2","1","3","1","5","2","5","4","5","5","5","1","1","1","2","1","4","1","3","1","1",""
"456","5","1","1","2","4","3","1","3","1","1","1","5","5","5","3","4","3","1","3","1","5","3","3","3","1","1","She doesn't come out 0"
"457","7","1","4","2","4","3","2","1","2","5","4","3","3","3","2","4","5","1","1","2","1","5","1","3","1","1",""
"458","7","2","1","1","3","2","2","4","2","3","1","5","4","4","5","4","1","2","3","1","3","3","3","3","1","1",""
"460","13","1","4","1","4","1","1","3","1","4","3","5","3","4","4","4","2","2","1","3","1","4","3","3","1","1",""
"461","1","2","3","4","4","3","1","3","1","3","1","3","3","3","2","2","5","4","4","4","4","2","3","3","1","1","He managed to kill a bird that had come to land on the door ledge."
"462","8","2","3","2","3","1","2","3","5","4","2","3","1","1","3","3","1","1","3","1","1","1","5","3","1","1",""
"463","1","1","2","2","2","2","1","3","1","2","5","5","5","5","5","5","1","4","5","4","4","3","3","3","1","1","Catching insects (flies, ants, spiders, etc.)"
"464","5","1","1","2","3","3","2","4","2","1","2","5","5","5","4","4","1","1","4","2","4","2","4","3","1","1","Still too young to hunt but is very interested in birds. Plays with a mouse and a teddy bear that she brings back to her feet..."
"465","13","1","2","1","4","3","4","3","3","4","3","5","5","5","4","3","4","3","3","1","4","4","3","3","1","2","Black cat who was found wandering at 5 weeks old, very easily frightened by vehicle noises. She was clean in a few days by herself and was already cleaning herself."
"466","3","2","3","5","4","3","4","3","1","4","1","5","5","5","5","5","4","1","5","1","4","3","1","3","1","5",""
"467","1","1","3","2","1","3","1","3","5","4","5","4","5","4","5","2","5","1","1","1","1","4","4","3","1","1",""
"468","5","1","3","2","3","3","3","2","5","5","4","4","4","2","4","1","5","1","1","1","1","4","1","3","1","1",""
"469","5","1","3","1","4","2","1","3","4","2","1","4","4","4","5","2","4","2","3","4","3","3","2","3","1","1",""
"471","9","1","4","2","4","2","1","4","1","5","2","5","5","5","5","4","1","1","4","1","2","5","2","3","1","1","Needs the company of another cat in addition to its owners"
"472","6","1","3","1","3","1","1","3","4","4","4","5","5","5","5","3","1","1","4","4","3","5","4","3","1","1",""
"473","9","2","2","1","1","3","1","3","1","2","2","3","4","5","4","2","3","4","5","4","5","5","5","3","1","1","My cat doesn't have access to the outdoors"
"474","9","1","2","3","4","2","1","3","1","1","1","5","4","5","5","5","2","4","3","2","5","3","5","3","1","1",""
"475","7","1","2","1","4","3","1","3","1","4","1","3","3","2","4","4","4","1","1","1","1","3","2","3","1","1","Indoor cat so some questions don't suit him"
"476","5","2","1","1","3","2","4","3","1","4","2","5","4","3","5","5","3","3","3","2","2","4","2","3","1","4","From time to time he grabs our hand to nibble it."
"477","9","2","2","4","2","3","2","4","2","2","2","1","2","1","1","1","2","1","1","2","2","3","1","3","1","1",""
"478","6","1","1","1","4","3","2","4","4","3","2","5","4","3","5","4","2","1","1","1","1","4","4","3","1","1",""
"479","8","1","1","1","4","3","2","3","2","3","1","5","4","4","4","5","1","1","2","1","3","4","5","3","1","1",""
"480","9","1","2","6","4","2","1","3","1","3","1","5","3","5","5","5","3","3","3","3","4","4","4","3","1","1","Naked cats hardly ever come out!"
"482","13","2","2","1","3","3","3","3","1","5","3","5","4","4","5","5","3","1","1","2","2","4","3","3","1","5",""
"483","8","2","1","1","3","2","1","3","1","5","1","5","4","5","5","5","1","1","1","3","1","4","1","3","1","1",""
"484","5","2","1","1","4","3","4","3","1","4","1","4","4","3","5","5","2","1","2","1","1","3","4","3","1","5",""
"485","1","2","3","2","3","3","1","3","4","1","3","3","5","4","5","4","1","3","5","3","4","4","4","3","1","1",""
"486","7","2","3","1","3","1","2","3","3","5","2","4","5","4","4","4","3","1","4","3","1","3","4","3","1","2","He plays hide and seek with us. And every night he meows in a special way when we are all in bed: and every time we find a stuffed mouse next to him. It looks like an offering."
"487","5","2","3","1","4","3","5","2","5","4","4","5","5","4","3","1","5","1","4","3","3","2","1","3","1","1","It is semi wild"
"488","1","2","1","1","4","3","2","3","1","2","2","5","3","5","2","5","2","4","4","3","4","3","5","3","1","1","It adapts to any situation, easy to live with,"
"489","5","1","2","1","1","1","1","3","2","2","3","4","3","4","5","4","2","2","2","3","2","4","4","3","1","1","Very cuddly and loves to be stuck to me"
"490","9","2","3","1","1","2","1","4","2","3","2","5","5","5","5","5","1","1","3","3","2","4","4","3","1","1",""
"491","13","1","3","2","3","2","2","3","2","4","3","4","3","4","4","4","2","1","4","3","2","4","2","3","1","1","No race but SBI appearance. Opens all doors, watches TV and coos rather than meows"
"493","13","1","4","6","4","3","1","4","4","4","4","4","4","3","3","2","4","1","2","3","1","5","3","3","1","1",""
"494","13","2","3","6","4","3","2","4","2","2","2","2","2","3","2","1","2","1","1","1","2","2","2","3","1","3",""
"495","5","1","3","1","2","1","2","3","4","3","5","4","4","4","2","1","4","4","4","3","4","2","2","3","1","1",""
"496","1","2","2","2","4","3","1","3","1","3","1","2","3","1","1","3","1","1","3","1","2","3","2","3","1","1",""
"497","7","2","3","2","3","3","1","3","4","4","4","4","4","4","5","3","4","1","3","1","3","4","3","3","1","1","He goes out in harness...."
"498","2","1","3","2","3","3","3","3","1","3","1","5","5","5","3","4","1","4","4","4","4","4","2","3","1","2","She is in a harness....too afraid that she will move away...she is a good hunter....very....feline....compared to the PER"
"499","5","1","3","3","4","2","2","3","2","2","4","5","5","5","4","4","4","2","4","3","4","3","4","3","1","1",""
"500","13","2","4","1","3","3","3","3","2","5","3","5","1","3","5","4","5","1","5","5","5","5","5","3","1","1","My cat is 17 years old, his character has changed a lot, he is in good health but he has retired from hunting and defending his territory!!"
"501","6","2","4","2","4","3","1","3","4","5","2","4","5","5","5","3","2","1","4","3","2","4","2","3","1","1",""
"502","13","2","1","2","4","3","1","3","1","2","2","4","4","4","3","4","1","2","1","3","4","4","4","3","1","1",""
"504","8","1","3","6","4","3","1","3","1","1","1","5","5","5","2","4","5","1","1","1","5","5","3","3","1","1",""
"505","5","1","3","4","4","3","1","3","1","1","1","1","1","3","1","5","5","3","5","4","4","4","2","3","1","2","Don't go out 0, yet has the possibility, just a little in the summer."
"506","5","1","3","1","3","2","1","3","4","4","1","4","4","3","4","2","4","1","4","4","3","4","1","3","1","1",""
"507","13","2","4","3","3","1","3","4","3","4","2","4","4","4","5","3","2","1","1","2","2","4","4","3","1","2","He is very friendly with people he knows, but very afraid of those he doesn't know."
"508","8","1","2","2","4","3","2","3","3","3","1","1","1","1","3","3","3","1","1","3","1","3","3","3","1","3","He is a moderately cuddly hunter cat."
"509","8","1","2","2","4","3","3","4","2","4","3","4","4","4","4","3","2","1","1","1","1","4","3","3","1","1",""
"510","9","2","4","6","2","1","3","4","1","5","1","5","5","4","5","5","1","1","3","2","1","4","4","3","1","1",""
"511","3","1","3","6","4","3","1","3","1","4","4","4","4","5","5","4","4","3","4","4","4","4","1","3","1","1",""
"512","3","1","3","6","4","3","1","2","1","5","1","4","3","3","5","4","2","1","1","1","1","5","3","3","1","1",""
"513","1","2","3","2","2","1","3","3","1","1","4","4","3","5","5","2","1","3","2","3","2","4","4","3","1","1",""
"515","6","1","2","4","1","3","2","3","1","4","1","5","3","5","5","5","4","1","1","1","1","3","1","3","1","1",""
"516","9","2","2","3","4","3","5","4","1","2","4","4","3","4","4","4","1","1","1","3","1","4","2","3","1","1",""
"517","5","1","2","3","3","3","3","4","3","3","3","3","3","3","2","3","1","2","3","2","3","2","3","3","1","1",""
"518","5","2","3","6","3","1","1","3","1","2","1","5","4","5","5","5","1","2","4","2","4","5","5","3","1","1","Loves taking care of baby cats. Very protective of them and playful."
"519","13","1","1","1","2","1","2","3","4","2","3","5","5","5","2","2","3","4","4","3","4","4","5","3","1","1",""
"520","9","1","1","1","2","2","1","3","1","2","3","4","4","4","4","4","2","2","3","3","4","4","4","3","1","1",""
"521","5","1","2","2","4","3","1","3","4","3","2","2","2","2","2","2","3","2","4","1","4","2","2","3","1","1",""
"522","9","1","2","1","1","3","1","4","1","3","1","5","3","5","5","5","1","4","4","1","3","1","3","3","1","1",""
"523","1","1","2","5","4","3","1","3","3","2","1","4","2","4","2","2","1","1","1","1","1","4","4","3","1","1",""
"524","13","1","1","3","3","1","1","4","2","3","1","5","4","5","5","3","2","1","3","1","4","3","4","3","1","1",""
"527","13","1","3","2","2","2","1","3","2","5","4","5","5","4","2","1","2","5","1","2","3","5","4","3","1","1",""
"528","13","2","2","2","2","2","1","3","2","2","1","4","2","5","5","2","1","4","5","1","5","5","5","3","1","1",""
"529","13","1","3","3","3","1","3","3","4","4","2","5","5","4","3","2","4","3","3","4","3","3","2","3","1","1",""
"530","6","1","3","2","2","3","4","3","2","5","1","2","1","3","5","5","1","1","1","1","2","5","5","3","1","5","My cat very often brings me small mammals and I surprised her once with a pigeon so far. 
 She is very playful and my other cat trains her to hunt (also an F). Both very cuddly and affectionate, they are also very hunters and eat most of the time everything they have caught (and yet their bowls are constantly overflowing with kibble and quality grain-free p�t� etc.).
 They love mice, voles, shrews, field rats and moles."
"531","5","2","1","3","3","3","4","3","1","2","1","2","1","1","2","2","1","2","2","1","2","2","1","3","1","1",""
"532","5","1","1","1","1","2","1","4","3","5","5","5","5","5","5","2","1","1","1","1","1","1","1","3","1","1",""
"533","7","1","1","2","2","1","1","3","3","4","2","4","4","2","5","4","1","1","2","1","1","3","3","3","1","1",""
"534","8","1","2","1","4","3","1","4","5","5","4","4","4","4","5","1","2","1","1","1","1","2","2","3","1","1",""
"535","5","1","4","1","2","1","1","3","1","4","4","5","5","5","4","4","5","2","5","4","4","5","3","3","1","1",""
"537","1","2","3","1","2","2","2","3","1","2","2","5","3","5","5","5","2","1","1","1","1","2","5","3","1","1",""
"538","13","1","3","3","4","3","1","4","4","5","3","5","5","5","4","2","4","1","1","3","3","3","3","3","1","1",""
"539","7","2","2","1","3","2","1","3","4","5","2","5","5","3","5","4","2","1","1","1","1","5","3","3","1","1",""
"540","1","2","3","3","4","3","1","3","1","1","1","5","4","5","5","4","2","3","5","4","5","4","4","3","1","1",""
"541","13","2","4","3","3","1","4","2","4","5","2","4","3","3","5","3","2","1","1","1","1","5","5","3","1","1","Non-hunting cat, unlike the 2 other Fs cats I have."
"542","7","2","3","3","4","3","1","3","1","2","1","5","3","5","4","2","1","1","1","1","1","2","1","3","1","1",""
"543","5","2","3","3","4","1","3","2","1","3","2","5","4","5","5","2","3","2","2","2","3","4","1","3","1","3",""
"544","8","1","3","3","4","3","1","2","2","5","2","5","5","3","4","4","3","2","3","1","2","4","3","3","1","1",""
"545","13","2","4","4","3","2","2","3","5","5","1","5","5","5","5","2","3","2","5","5","3","4","1","3","1","1",""
"546","13","2","2","4","3","2","3","3","1","5","2","5","5","3","4","2","2","4","5","5","5","5","2","3","1","2",""
"548","13","2","4","1","4","3","3","4","4","4","1","5","5","4","5","1","5","1","4","4","1","4","1","3","1","3","He has always lived with other animals such as rodents, birds, fish and chickens and does not try to attack them."
"549","5","2","2","1","4","3","1","3","3","3","2","5","5","4","3","4","1","1","2","3","2","4","3","3","1","1","Recent move from apartment to house, so he does not yet go out without supervision."
"550","13","2","3","2","1","3","1","4","1","4","1","4","2","3","4","4","2","2","4","1","1","4","1","3","1","1",""
"551","9","1","3","6","3","3","1","4","1","3","1","3","1","3","3","3","1","2","2","1","1","2","3","3","1","1",""
"552","13","2","1","3","3","3","5","3","2","3","3","4","4","5","5","5","2","3","4","1","2","3","4","3","1","2",""
"553","9","1","1","1","4","1","1","3","1","2","1","2","2","1","2","4","2","1","3","1","1","5","1","3","1","1",""
"554","1","1","2","1","4","2","1","4","4","2","3","4","5","5","5","4","1","1","2","3","4","4","3","3","1","1","""Wild"" character revealed by outings only at night and very typical vigilance behaviors before drinking or eating."
"555","5","1","4","2","4","3","2","4","1","4","3","5","4","4","5","4","2","2","4","2","2","4","3","3","1","1",""
"556","1","2","1","2","4","3","3","4","1","1","2","5","4","5","3","5","2","3","4","3","5","3","4","3","1","5",""
"557","5","2","4","3","4","3","3","3","3","4","2","4","4","4","4","4","3","1","1","1","1","4","3","3","1","1",""
"560","5","2","4","1","2","2","3","3","1","4","1","5","5","5","4","4","4","4","4","4","3","5","4","3","1","4",""
"561","8","1","2","5","3","2","1","3","1","3","3","3","3","3","3","3","1","1","1","1","1","2","2","3","1","1",""
"562","9","1","1","1","3","3","1","4","2","5","1","4","3","4","5","5","1","1","1","1","1","4","4","3","1","1","My cat doesn't go out"
"563","10","1","2","1","1","1","2","3","1","2","4","5","3","4","2","3","5","4","3","3","4","2","5","3","1","1",""
"564","13","2","3","6","4","3","3","4","1","4","1","5","4","4","5","5","3","3","5","3","2","4","2","3","1","1","He is dominant with those bigger than him but benevolent with those smaller."
"565","9","2","2","6","4","3","1","4","2","2","1","5","5","5","5","5","1","1","1","1","1","2","2","3","1","1",""
"566","5","2","2","3","3","3","3","3","2","3","2","4","4","4","4","4","2","1","1","1","1","4","4","3","1","1",""
"567","1","2","1","1","4","3","1","3","2","2","2","5","4","4","5","4","4","3","3","2","4","4","4","3","1","1",""
"568","5","1","1","3","3","3","3","3","5","5","2","5","4","4","5","5","2","1","1","1","3","5","4","3","1","1",""
"569","13","2","1","1","3","1","1","2","4","2","3","4","5","5","4","2","4","5","5","3","4","2","4","3","1","1","Badly weaned"
"571","13","1","3","1","3","2","4","3","3","4","1","4","4","4","3","2","4","2","4","3","3","3","3","3","1","3",""
"572","5","2","3","1","3","3","2","3","4","3","5","4","4","4","4","3","3","5","5","5","4","3","4","3","1","1","This is a cat that thinks it's a child. Stubborn and powerful in strength. It must have been another animal because it eats fruits and vegetables quite often."
"573","8","1","3","2","4","3","2","2","1","5","4","4","4","4","4","4","3","1","1","1","1","4","3","3","1","1",""
"574","13","1","3","1","3","1","2","3","3","2","1","3","3","3","3","3","3","3","3","4","4","4","2","3","1","1",""
"575","13","2","3","1","4","3","1","4","2","3","5","5","2","5","5","5","1","1","3","4","3","5","4","3","1","1","He doesn't go outside. He stays in the house."
"576","8","1","2","4","4","3","1","4","1","5","2","5","4","3","4","5","2","1","2","2","2","4","3","3","1","1",""
"577","9","2","1","1","1","1","3","4","4","3","1","2","3","3","4","1","1","1","1","1","1","3","3","3","1","1",""
"578","5","2","3","3","3","3","2","2","5","5","5","2","4","3","5","3","2","1","1","1","1","3","2","3","1","1","Very fearful but very kind cat"
"579","5","2","3","3","3","3","3","2","5","4","3","5","5","3","5","4","2","1","3","1","2","3","3","3","1","1",""
"580","13","1","3","6","4","3","3","3","4","4","1","4","2","3","4","3","2","1","2","1","2","4","3","3","1","1",""
"582","4","2","4","6","4","3","2","4","1","3","1","4","2","4","4","4","1","1","3","1","2","3","2","3","1","1",""
"583","5","2","4","6","4","3","2","3","1","1","1","3","1","4","4","4","1","2","3","3","1","4","3","3","1","1",""
"584","5","1","3","4","4","2","4","2","5","3","5","3","4","3","2","3","5","4","3","5","4","2","3","3","1","2","Hunting takes place mainly in summer and spring."
"585","13","1","3","1","3","1","3","3","1","5","2","5","5","5","5","3","5","3","5","5","1","1","1","3","1","2",""
"586","5","2","3","1","4","2","1","3","1","4","2","3","5","1","1","1","1","4","2","3","4","2","2","3","1","1","My cat suffers from depression, after moving she went outside, was taken in by neighbors (2 houses down) who did not treat her properly, left her locked up. One day they took her to the vet and 'kindly' gave her back to me. I got her back, skinny, full of fleas, worms and since then she has never been the same. The vet is considering putting her on antidepressants so that she goes out of the house again. My answers are therefore a little distorted, I answered based on my cat's current behavior."
"587","13","1","3","1","4","3","2","3","1","4","4","4","2","2","5","5","2","1","1","2","2","4","2","3","1","1",""
"588","10","1","4","6","4","3","2","2","5","5","5","3","5","3","3","1","5","2","2","5","3","5","3","3","1","1",""
"589","5","2","1","6","4","3","3","3","1","3","1","3","4","4","5","5","1","1","1","1","2","2","5","3","1","2",""
"590","5","1","3","5","4","3","2","3","1","2","1","5","4","5","5","5","1","1","5","3","3","5","1","3","1","3",""
"591","5","1","4","1","4","3","2","3","3","4","4","3","4","4","4","1","4","2","4","4","1","1","1","3","1","2",""
"593","7","2","2","3","4","3","1","3","1","5","3","4","4","5","5","5","4","3","2","2","2","3","3","3","1","1",""
"594","5","2","4","1","4","3","4","3","5","4","5","5","5","4","5","1","4","1","2","1","1","4","1","3","1","1",""
"595","5","2","2","2","3","3","3","3","5","5","4","1","5","3","5","1","5","1","1","1","1","5","3","3","1","1",""
"596","13","1","3","1","4","3","1","3","1","1","1","4","2","2","3","1","3","4","4","4","4","1","3","3","1","1","My cat brings back everything I throw at her. For example: a pen cap, a quick-release fastener, ... Her favorite is still the scrunchie (hair tie) as soon as a guest is at home, my cat can rummage in her handbag to take scrunchies from it and bring them to us so that we can throw them to her and she can bring them back"
"597","5","1","3","4","4","1","1","4","2","2","1","5","5","5","5","4","1","1","4","5","5","1","3","3","1","1",""
"598","8","1","1","6","4","3","1","4","1","4","1","3","4","5","5","4","1","1","1","1","1","4","4","3","1","1",""
"599","5","2","3","1","2","2","1","3","1","4","2","5","5","5","5","4","4","2","2","3","2","3","2","3","1","1","He is a cat adopted through an association, since he was little he has not been used to going out so he does not ask to go out"
"600","13","1","3","3","1","3","1","3","2","5","3","5","4","4","5","4","3","3","4","3","4","4","3","3","1","1","It's hard to give correct answers because my animals don't have a way to go out."
"601","5","2","3","1","3","3","3","3","2","5","4","4","4","2","5","2","2","2","4","4","4","4","5","3","1","2",""
"602","13","1","1","2","2","3","1","4","1","1","1","5","4","5","5","4","2","1","2","1","5","1","2","3","1","1","She doesn't leave the apartment at the moment, she's not chipped yet, but she watches the birds through the window."
"604","5","1","3","2","3","2","3","3","3","4","2","4","5","4","4","2","4","1","1","3","1","4","1","3","1","1",""
"605","5","1","1","1","3","2","1","3","4","4","3","5","5","5","4","3","3","2","2","2","3","3","5","3","1","1",""
"606","5","1","3","1","4","3","1","4","1","5","2","5","5","5","2","5","1","1","1","1","1","1","1","3","1","1",""
"607","13","2","3","1","3","3","1","4","1","2","3","5","3","5","5","3","2","2","3","3","4","4","4","3","1","1",""
"608","9","1","3","1","3","2","1","3","2","3","5","3","4","4","5","4","1","2","3","4","3","4","3","3","1","1",""
"610","13","2","2","1","2","1","1","3","4","3","2","5","3","4","5","3","1","1","2","3","3","4","4","3","1","1",""
"611","5","2","3","1","4","1","1","4","4","3","3","3","5","5","4","2","4","1","1","1","1","4","4","3","1","1",""
"613","8","1","2","5","3","1","1","4","1","2","1","2","2","2","2","2","1","1","1","1","1","1","2","3","1","1",""
"615","8","2","2","1","3","2","1","3","1","4","1","4","2","5","4","5","2","1","4","1","1","5","2","3","1","1",""
"616","13","1","3","1","3","3","1","3","1","5","4","5","5","5","5","4","1","1","1","1","1","4","4","3","1","1",""
"617","8","2","3","2","3","2","3","3","3","4","2","3","3","2","5","4","1","3","3","3","2","4","4","3","1","1",""
"618","8","1","3","1","4","3","1","3","2","4","3","4","4","4","4","4","2","1","1","3","4","4","4","3","1","1",""
"619","8","2","1","1","3","3","2","4","2","4","4","3","1","1","4","4","2","1","1","3","1","3","4","3","1","1",""
"620","8","2","1","3","4","3","1","4","1","5","1","3","3","1","5","5","1","1","1","1","1","4","3","3","1","1",""
"621","8","1","1","3","4","3","1","4","5","5","1","3","4","4","5","5","1","1","1","1","1","4","4","3","1","1",""
"622","8","1","3","2","4","3","3","3","1","5","1","4","3","2","5","5","2","1","1","1","1","3","4","3","1","1",""
"623","13","1","4","1","4","2","2","2","4","5","5","2","4","2","3","2","3","1","1","5","4","2","4","3","1","1",""
"624","8","1","3","1","4","2","1","4","3","5","3","4","4","4","5","4","2","1","1","1","1","1","3","3","1","1",""
"626","8","1","2","2","3","3","2","3","1","3","3","4","4","4","4","4","1","1","2","1","1","4","3","3","1","2",""
"627","5","2","1","1","3","3","3","3","1","2","2","2","2","3","5","5","1","1","1","2","1","3","5","3","1","5",""
"628","3","2","1","1","2","1","1","3","2","4","3","5","5","4","4","5","2","1","1","3","1","4","2","3","1","1",""
"629","8","1","1","1","4","3","1","3","1","5","4","5","5","5","5","5","2","1","1","1","1","4","3","3","1","1",""
"630","8","2","3","4","3","3","2","3","1","5","2","2","2","3","5","5","1","2","3","1","3","4","3","3","1","1",""
"631","8","2","1","3","4","3","1","3","2","4","4","4","2","3","5","5","1","1","4","1","1","4","4","3","1","1",""
"632","8","2","2","2","4","3","1","4","1","5","1","1","4","3","5","5","1","1","4","1","3","5","1","3","1","1",""
"633","5","1","3","6","4","1","1","4","1","5","5","3","3","5","5","5","5","1","2","4","2","5","1","3","1","1",""
"634","5","2","3","6","4","1","1","4","4","4","1","4","5","5","5","4","3","2","4","2","2","4","3","3","1","1",""
"635","5","2","3","6","4","1","1","4","5","5","4","4","4","4","5","2","4","2","3","3","3","3","1","3","1","1",""
"637","5","2","3","6","4","1","1","4","5","5","5","5","5","4","3","1","1","1","1","4","4","5","1","3","1","1",""
"638","8","1","3","6","4","1","1","4","5","5","5","5","4","3","5","4","4","1","1","1","1","4","2","3","1","1",""
"639","5","2","3","6","4","1","1","4","1","3","1","4","4","4","4","5","1","1","4","1","3","2","4","3","1","1",""
"640","5","2","3","6","4","1","1","4","3","1","1","4","5","5","5","4","2","3","3","4","4","2","5","3","1","1",""
"641","8","2","3","6","4","1","1","4","3","4","1","5","5","5","5","5","1","1","5","4","4","4","4","3","1","1",""
"642","8","1","3","6","4","1","1","4","3","5","1","5","5","4","5","4","3","1","2","2","3","4","4","3","1","1",""
"643","8","1","3","6","4","1","1","4","2","5","1","5","5","4","5","5","1","1","3","3","2","3","3","3","1","1",""
"644","13","1","3","3","1","3","1","4","4","4","1","5","4","4","4","1","4","1","4","2","2","4","4","3","1","1",""
"645","8","2","3","2","3","2","3","4","1","5","3","5","3","3","5","4","3","1","4","4","1","1","1","3","1","1",""
"646","5","1","2","4","3","2","2","4","1","1","3","4","4","4","4","3","1","3","3","1","4","3","4","2","5","5","When possible we save these preys"
"648","6","2","2","2","4","3","2","3","4","4","2","3","3","3","1","2","4","3","3","2","4","2","4","2","5","5",""
"649","3","2","3","2","4","3","4","4","4","3","4","4","4","3","4","2","3","1","4","3","1","4","4","2","5","5",""
"650","13","2","3","5","3","2","4","3","1","5","1","5","5","5","5","5","4","1","1","1","1","5","1","2","5","5",""
"651","13","1","3","2","3","3","4","3","5","5","4","3","5","5","2","1","3","1","1","5","5","5","5","2","5","5",""
"652","7","2","3","2","3","2","4","2","2","4","2","4","4","4","1","1","5","2","4","4","4","3","3","2","5","4",""
"653","5","1","3","6","3","2","4","3","1","3","2","4","4","4","4","3","2","2","3","3","4","4","4","2","4","4",""
"654","13","2","3","6","3","2","3","3","1","2","2","4","4","5","5","5","1","1","4","2","2","4","1","2","4","4",""
"656","5","1","3","2","3","2","3","3","4","3","3","4","4","4","4","3","4","1","1","3","1","4","3","2","4","4",""
"657","3","1","3","2","4","3","4","4","1","2","2","4","4","4","2","4","1","1","3","3","2","4","1","2","4","2",""
"659","5","2","2","2","4","3","4","3","2","2","1","2","2","2","2","2","2","1","2","1","3","2","1","2","4","5",""
"660","13","2","3","2","3","3","3","4","1","1","3","4","5","5","5","4","2","3","4","4","1","4","4","2","4","2","Jealous of my cat who is a neutered kitten who was at home"
"661","5","1","3","1","2","2","3","3","5","3","5","4","5","4","4","3","5","1","4","5","1","4","3","2","4","4",""
"662","10","1","1","1","2","1","1","3","4","4","5","3","4","4","4","3","3","3","2","1","3","3","3","2","4","5",""
"663","13","2","3","1","3","3","3","3","4","4","1","5","4","5","4","3","4","3","3","2","1","3","4","2","4","4",""
"664","5","1","2","2","3","3","4","3","3","4","3","4","4","5","4","5","3","1","3","3","2","2","4","2","4","3",""
"665","13","1","3","3","2","2","3","4","2","2","2","4","4","4","4","4","4","3","3","3","4","4","4","2","4","4",""
"666","5","2","3","2","4","2","4","3","4","3","2","5","5","5","5","3","2","1","3","1","2","2","1","2","4","4",""
"667","5","1","3","1","4","2","3","3","4","5","3","5","5","5","2","2","4","2","1","5","3","3","1","2","4","4",""
"668","5","2","3","3","3","1","4","3","2","3","3","4","4","4","5","4","2","3","2","3","3","4","4","2","4","3","Sneaky with other cats to try to challenge the hierarchy"
"671","7","1","3","6","4","3","3","3","1","5","3","4","4","4","4","3","4","1","3","3","2","4","2","2","4","4",""
"672","10","2","3","2","2","1","5","2","1","2","1","5","5","5","3","5","5","2","5","1","3","3","3","2","4","5","I am in intensive care and there is a children's park with animals (goats, rabbits, chickens...) next to my house. He spends his life there. He is the mascot of the park and cuddles people who come there all day long. He comes home every other day and even if he is adorable with everyone, he is very dominant and does not accept my other little cat."
"673","5","1","3","3","3","2","3","3","1","4","1","5","5","5","5","4","1","2","5","3","3","2","2","2","4","4",""
"674","5","2","2","1","3","2","4","3","4","4","4","4","4","4","5","4","4","4","4","2","3","3","3","2","4","2",""
"675","2","2","3","1","4","3","2","3","2","4","2","4","4","3","3","3","1","4","2","1","1","1","3","2","3","5",""
"676","5","2","1","3","3","2","3","4","5","5","3","4","4","3","5","5","1","1","1","1","1","1","5","2","3","3",""
"677","5","2","3","3","3","1","4","2","3","2","1","4","4","5","3","2","5","3","5","5","5","5","4","2","3","2",""
"678","5","2","3","3","3","2","4","2","3","1","1","4","4","5","3","2","5","5","5","5","5","5","4","2","3","2","Pee markings all over the house and garden, on the neighbors' front door, on cars...
 Calla29@hotmail.fr"
"680","5","1","3","3","3","3","2","4","4","5","2","5","5","4","5","4","2","1","1","2","1","1","1","2","3","3",""
"682","6","2","2","1","3","1","3","3","2","2","3","5","5","5","3","4","3","4","5","2","4","3","3","2","3","2","The garden is completely enclosed. He cannot go out"
"683","5","2","4","5","3","2","4","3","1","4","1","4","4","4","4","3","4","3","5","3","4","4","4","2","3","3",""
"684","5","1","1","1","4","2","3","4","3","2","1","5","5","5","4","2","4","2","3","1","3","4","4","2","3","3",""
"685","5","1","3","2","3","3","3","2","2","4","3","4","4","4","5","5","3","2","3","1","3","4","4","2","3","2",""
"686","5","2","3","1","3","2","3","4","4","4","4","4","4","3","4","2","4","1","1","2","1","3","2","2","3","3",""
"687","5","1","3","2","3","1","3","3","2","4","2","4","5","5","3","2","4","3","3","3","5","3","2","2","3","3",""
"688","13","2","2","2","3","1","4","4","2","3","1","2","4","5","4","3","1","3","4","4","5","3","3","2","3","5",""
"689","12","1","4","5","3","1","3","3","4","4","1","5","5","4","5","3","1","1","1","1","1","4","1","2","3","2",""
"690","13","2","3","1","4","3","3","2","3","4","5","4","4","2","3","2","4","1","2","1","1","1","1","2","3","4",""
"693","5","2","2","2","3","1","4","3","1","3","1","3","3","3","3","2","1","1","3","3","2","1","3","2","3","4",""
