"id","breed","sex","age","numberOfCatsInHouse","houseType","zone","timeOutside","timeWithOwner","shy","calm","afraid","clever","vigilant","persevering","affectionate","friendly","lonely","brutal","dominant","aggressive","impulsive","predictable","distracted","greeneryInArea","birdCatcher","mammalCatcher","bonus"
"619","8","2","1","1","3","3","2","4","2","4","4","3","1","1","4","4","2","1","1","3","1","3","4","3","1","1",""
"620","8","2","1","3","4","3","1","4","1","5","1","3","3","1","5","5","1","1","1","1","1","4","3","3","1","1",""
"621","8","1","1","3","4","3","1","4","5","5","1","3","4","4","5","5","1","1","1","1","1","4","4","3","1","1",""
"622","8","1","3","2","4","3","3","3","1","5","1","4","3","2","5","5","2","1","1","1","1","3","4","3","1","1",""
"623","13","1","4","1","4","2","2","2","4","5","5","2","4","2","3","2","3","1","1","5","4","2","4","3","1","1",""
"624","8","1","3","1","4","2","1","4","3","5","3","4","4","4","5","4","2","1","1","1","1","1","3","3","1","1",""
"626","8","1","2","2","3","3","2","3","1","3","3","4","4","4","4","4","1","1","2","1","1","4","3","3","1","2",""
"628","3","2","1","1","2","1","1","3","2","4","3","5","5","4","4","5","2","1","1","3","1","4","2","3","1","1",""
"629","8","1","1","1","4","3","1","3","1","5","4","5","5","5","5","5","2","1","1","1","1","4","3","3","1","1",""
"630","8","2","3","4","3","3","2","3","1","5","2","2","2","3","5","5","1","2","3","1","3","4","3","3","1","1",""
"631","8","2","1","3","4","3","1","3","2","4","4","4","2","3","5","5","1","1","4","1","1","4","4","3","1","1",""
"632","8","2","2","2","4","3","1","4","1","5","1","1","4","3","5","5","1","1","4","1","3","5","1","3","1","1",""
"638","8","1","3","6","4","1","1","4","5","5","5","5","4","3","5","4","4","1","1","1","1","4","2","3","1","1",""
"640","5","2","3","6","4","1","1","4","3","1","1","4","5","5","5","4","2","3","3","4","4","2","5","3","1","1",""
"641","8","2","3","6","4","1","1","4","3","4","1","5","5","5","5","5","1","1","5","4","4","4","4","3","1","1",""
"642","8","1","3","6","4","1","1","4","3","5","1","5","5","4","5","4","3","1","2","2","3","4","4","3","1","1",""
"643","8","1","3","6","4","1","1","4","2","5","1","5","5","4","5","5","1","1","3","3","2","3","3","3","1","1",""
"645","8","2","3","2","3","2","3","4","1","5","3","5","3","3","5","4","3","1","4","4","1","1","1","3","1","1",""
"648","6","2","2","2","4","3","2","3","4","4","2","3","3","3","1","2","4","3","3","2","4","2","4","2","5","5",""
"649","3","2","3","2","4","3","4","4","4","3","4","4","4","3","4","2","3","1","4","3","1","4","4","2","5","5",""
"651","13","1","3","2","3","3","4","3","5","5","4","3","5","5","2","1","3","1","1","5","5","5","5","2","5","5",""
"652","7","2","3","2","3","2","4","2","2","4","2","4","4","4","1","1","5","2","4","4","4","3","3","2","5","4",""
"654","13","2","3","6","3","2","3","3","1","2","2","4","4","5","5","5","1","1","4","2","2","4","1","2","4","4",""
"657","3","1","3","2","4","3","4","4","1","2","2","4","4","4","2","4","1","1","3","3","2","4","1","2","4","2",""
"660","13","2","3","2","3","3","3","4","1","1","3","4","5","5","5","4","2","3","4","4","1","4","4","2","4","2","Jealous of my cat who is a neutered kitten who was at home"
"662","10","1","1","1","2","1","1","3","4","4","5","3","4","4","4","3","3","3","2","1","3","3","3","2","4","5",""
"665","13","1","3","3","2","2","3","4","2","2","2","4","4","4","4","4","4","3","3","3","4","4","4","2","4","4",""
"668","5","2","3","3","3","1","4","3","2","3","3","4","4","4","5","4","2","3","2","3","3","4","4","2","4","3","Sneaky with other cats to try to challenge the hierarchy"
"671","7","1","3","6","4","3","3","3","1","5","3","4","4","4","4","3","4","1","3","3","2","4","2","2","4","4",""
"672","10","2","3","2","2","1","5","2","1","2","1","5","5","5","3","5","5","2","5","1","3","3","3","2","4","5","I am in intensive care and there is a children's park with animals (goats, rabbits, chickens...) next to my house. He spends his life there. He is the mascot of the park and cuddles people who come there all day long. He comes home every other day and even if he is adorable with everyone, he is very dominant and does not accept my other little cat."
"674","5","2","2","1","3","2","4","3","4","4","4","4","4","4","5","4","4","4","4","2","3","3","3","2","4","2",""
"675","2","2","3","1","4","3","2","3","2","4","2","4","4","3","3","3","1","4","2","1","1","1","3","2","3","5",""
"682","6","2","2","1","3","1","3","3","2","2","3","5","5","5","3","4","3","4","5","2","4","3","3","2","3","2","The garden is completely enclosed. He cannot go out"
"689","12","1","4","5","3","1","3","3","4","4","1","5","5","4","5","3","1","1","1","1","1","4","1","2","3","2",""
"690","13","2","3","1","4","3","3","2","3","4","5","4","4","2","3","2","4","1","2","1","1","1","1","2","3","4",""
"696","9","1","3","1","4","1","1","4","2","5","3","5","4","5","3","4","3","1","3","3","2","4","2","2","3","1",""
"702","5","2","3","2","3","1","3","3","4","2","2","4","4","4","4","3","2","3","4","4","4","3","4","2","3","4",""
"713","5","2","3","6","3","3","3","3","4","4","3","4","4","4","4","2","4","3","3","3","3","3","3","2","2","2",""
"715","11","1","3","1","4","3","1","3","5","4","2","4","5","2","5","1","4","1","5","5","5","3","4","2","2","3",""
"716","5","2","3","2","3","1","3","4","3","4","4","5","5","5","5","4","3","1","1","1","3","3","3","2","2","1",""
"717","2","1","3","1","2","1","3","3","1","4","4","5","4","4","5","4","4","1","1","2","3","3","1","2","2","2","I have a garden but the cat goes out a little less in winter"
"718","2","2","3","1","3","3","3","4","2","2","1","2","2","2","2","2","2","1","1","1","1","1","1","2","2","2","He is adorable"
"719","2","2","4","1","4","3","3","3","3","4","2","4","4","4","4","2","3","3","3","4","3","3","3","2","2","3",""
"720","3","2","3","2","4","3","2","2","1","4","3","4","4","3","2","3","4","2","2","3","2","4","4","2","2","2","Likes to be petted on the head, under the jaw, ears. Doesn't like to be petted on the back, gets annoyed quickly."
"721","7","2","1","1","3","1","2","3","4","4","5","3","3","4","4","4","4","3","4","3","3","4","4","2","2","1",""
"722","6","2","3","6","3","1","3","4","2","2","1","4","4","3","4","4","2","1","1","1","1","1","4","2","2","1",""
"724","6","1","3","1","3","2","2","3","4","4","3","4","4","4","4","2","4","3","4","3","3","4","5","2","2","2",""
"726","2","1","3","2","3","2","3","4","4","5","3","5","4","4","5","3","4","1","1","1","1","5","1","2","2","1",""
"727","2","2","2","2","3","2","3","4","1","3","3","5","5","5","5","5","1","2","5","1","1","3","2","2","2","1",""
"728","4","2","3","1","3","3","3","3","1","1","2","1","1","1","1","1","2","2","2","1","2","2","2","2","2","2",""
"729","6","2","3","2","4","3","3","3","1","4","2","5","5","5","5","5","4","1","2","3","2","4","3","2","2","2",""
"730","2","1","3","6","3","3","1","4","2","3","2","3","2","3","4","4","2","2","5","4","3","3","3","2","2","1",""
"731","1","2","3","2","2","1","4","3","2","2","1","5","4","4","4","3","2","2","5","3","4","3","2","2","2","2","Also catches large insects (has already brought back a large cricket), nice with some neighborhood cats but quarrelsome with others, very cuddly with us, loves to sleep with us"
"732","3","1","3","1","3","1","3","3","2","3","1","4","4","4","3","2","4","3","4","4","4","3","3","2","2","2",""
"733","3","1","3","1","3","1","3","3","3","4","3","5","5","5","3","2","3","1","1","2","3","4","3","2","2","2",""
"734","3","2","3","1","3","3","2","3","1","5","2","4","3","3","5","4","1","1","1","1","1","5","4","2","2","5","Super clingy and won't stay in a room without us even to sleep"
"735","3","1","3","1","3","1","3","2","4","5","5","4","3","2","3","4","1","1","1","1","1","4","2","2","2","1","Ritualized"
"739","5","2","3","1","2","2","4","4","4","2","2","4","4","2","4","4","1","1","2","2","3","4","4","2","2","3","On the other hand, he very often catches butterflies, moths, grasshoppers, lizards almost every day during the summer period..."
"740","10","1","3","1","2","1","3","3","4","3","4","4","4","4","4","4","5","1","3","3","3","3","3","2","2","1","This is an ORI/TUV"
"746","5","2","2","1","3","2","1","3","2","3","3","4","4","3","5","4","3","1","1","2","1","4","3","2","2","2",""
"749","2","1","3","1","4","3","3","4","4","5","1","4","3","4","5","2","4","5","5","2","3","3","4","2","2","4",""
"750","5","2","3","2","3","1","3","3","5","4","3","5","4","4","5","3","3","1","3","4","3","4","2","2","2","2","He hunts whenever he sees a creature, but there are few in town."
"751","13","2","3","2","3","1","4","2","2","4","2","4","4","4","2","4","4","3","3","3","4","4","3","2","2","2",""
"752","2","1","3","2","2","2","3","4","5","4","4","5","4","4","5","1","1","1","5","4","2","4","3","2","2","2",""
"754","13","2","3","4","3","3","3","3","4","4","1","4","4","4","4","4","2","1","4","1","1","1","4","2","2","3",""
"755","3","1","3","1","4","2","5","2","4","4","3","4","4","4","2","2","4","1","1","3","1","4","2","2","2","2",""
"757","13","2","3","2","4","2","2","3","2","3","1","2","2","2","2","2","1","1","2","3","1","2","3","2","2","2",""
"760","5","2","4","1","4","2","2","3","1","5","2","5","4","5","5","5","1","1","3","3","1","5","2","2","2","2","Very talkative ??"
"762","4","2","3","2","2","1","2","3","3","5","2","5","5","5","5","3","3","1","4","1","2","3","2","2","2","1","Likes to have things thrown at him (hair scrunchies) to bring them back"
"763","3","2","3","1","4","3","3","3","4","5","4","5","5","5","4","4","5","1","1","1","1","1","4","2","2","2",""
"765","5","1","4","3","2","1","3","4","2","4","2","3","3","2","4","4","2","2","1","1","2","3","3","2","2","2",""
"766","11","2","3","4","2","3","3","3","1","1","1","4","4","3","4","2","1","4","4","4","4","1","1","2","2","2",""
"770","6","2","3","2","4","3","2","3","5","4","3","2","5","1","5","4","3","1","2","2","1","4","3","2","2","1","he goes out into an outdoor enclosure"
"771","4","1","3","1","3","2","3","3","1","4","1","4","4","4","4","4","2","4","1","4","2","1","2","2","2","2",""
"773","13","2","3","2","3","2","4","3","4","4","2","4","5","4","5","4","2","1","4","2","2","4","5","2","2","2",""
"774","5","1","3","4","3","3","2","4","2","3","2","5","4","4","5","5","1","1","1","1","1","3","3","2","2","2",""
"777","1","1","3","3","2","3","3","3","2","2","1","4","3","4","4","4","1","2","2","1","3","4","4","2","2","1",""
"778","1","2","3","3","2","3","3","3","1","2","1","4","2","4","5","5","1","2","4","1","3","5","2","2","2","1",""
"779","13","1","4","6","4","2","3","2","4","3","2","4","4","4","4","4","4","2","4","2","2","2","2","2","2","2",""
"782","5","2","3","1","4","3","3","3","1","5","3","5","4","5","5","5","1","1","1","1","1","2","1","2","2","4",""
"783","5","1","3","2","3","2","4","3","2","5","1","5","5","5","4","2","4","1","3","1","2","4","2","2","2","2",""
"786","5","2","3","1","2","2","3","4","2","1","4","3","3","5","5","4","1","2","3","5","3","4","3","2","2","5","This is an extremely playful cat. And very protective of its territory and of us, can become aggressive towards a guest if a member of our family shows signs of sadness: crying or giggling that resembles sobs (for him)."
"788","1","1","4","6","4","3","4","4","1","3","1","5","5","4","5","4","2","2","4","3","4","4","3","2","2","2",""
"791","3","1","2","2","3","3","3","3","4","4","2","5","5","4","4","3","4","1","2","1","2","2","1","2","2","2","Of great presence."
"796","1","2","1","4","2","1","3","3","1","4","1","4","4","4","4","4","4","1","1","1","4","2","2","2","2","1",""
"797","5","2","3","1","4","1","3","3","1","5","4","3","3","3","5","4","4","2","4","4","3","3","3","2","2","2",""
"800","5","1","4","2","3","2","3","4","2","2","2","4","4","4","4","2","2","1","2","2","2","4","3","2","2","2",""
"802","7","1","4","1","3","3","3","3","4","5","1","4","4","3","5","3","4","1","5","5","1","2","4","2","2","1",""
"804","7","2","3","2","3","1","2","4","1","5","1","5","5","5","5","5","1","1","2","5","4","5","1","2","2","2","Predator since the arrival of a baby cat in order to establish its dominance"
"805","7","2","3","1","4","2","3","4","4","4","3","5","5","5","4","4","3","4","4","4","2","4","2","2","2","2","My cat bites me every day 1 to 2 times a day more or less affectionately"
"810","13","1","3","2","3","1","3","3","3","5","3","2","4","5","4","4","4","3","3","3","3","4","4","2","2","3",""
"813","5","1","4","1","1","3","2","4","3","4","3","4","3","4","4","3","4","1","3","3","4","4","3","2","2","2","Homemade cat"
"815","5","1","2","2","3","1","4","2","1","3","2","4","4","4","3","2","4","1","3","2","3","3","3","2","2","5",""
"816","13","2","3","2","4","3","2","3","2","4","4","4","5","4","5","5","1","1","1","3","2","4","4","2","2","1",""
"817","10","2","3","1","3","2","3","3","4","4","3","5","4","4","4","3","2","1","1","1","1","4","3","2","2","2",""
"820","5","1","3","1","3","2","4","4","5","5","2","3","5","3","4","3","3","3","3","4","3","3","4","2","2","2",""
"823","7","2","3","1","3","2","2","3","1","2","4","5","3","5","5","5","4","4","4","5","5","4","5","2","2","2","Hates all animals in his home, he is territorial"
"824","5","2","3","2","3","1","2","3","4","4","3","4","4","5","2","2","4","5","5","5","4","4","3","2","2","2",""
"827","13","2","3","6","4","2","4","4","4","2","1","4","3","4","4","1","1","1","1","1","1","1","1","2","2","3",""
"828","10","1","3","1","2","1","3","4","2","2","3","3","3","3","3","2","1","1","1","1","1","3","2","2","2","1",""
"829","7","2","1","6","2","1","4","3","1","1","1","1","1","1","1","5","4","1","3","1","3","4","3","2","2","2",""
"830","13","2","3","2","3","1","3","4","3","4","1","5","5","3","5","3","1","1","4","1","2","4","4","2","2","2",""
"832","5","2","3","1","3","3","3","3","4","4","4","5","5","5","4","4","4","1","1","3","3","1","2","2","2","3",""
"833","13","1","4","1","4","1","3","3","4","5","2","5","5","4","3","2","5","1","3","5","2","4","3","2","2","2",""
"835","6","1","4","1","3","3","3","3","4","4","2","4","4","4","4","2","2","2","4","4","2","3","4","2","2","1",""
"837","7","2","3","1","2","1","3","3","5","5","3","5","5","4","4","4","4","1","1","3","1","5","4","2","2","1",""
"840","13","1","3","1","4","3","3","3","5","5","5","4","4","4","3","4","4","1","1","1","1","1","1","2","2","2","fearful"
"842","2","2","3","1","2","1","2","3","2","5","4","4","4","3","4","2","3","1","1","3","1","5","5","2","2","1",""
"843","4","2","3","2","4","1","2","3","1","4","4","4","4","4","5","5","2","1","2","2","1","4","1","2","2","1",""
"846","13","2","3","3","4","3","3","3","4","4","1","4","5","3","5","3","3","1","1","2","1","4","4","2","2","2",""
"848","12","2","4","2","2","2","2","4","2","4","2","4","4","4","5","4","1","1","2","2","2","4","2","2","2","1","It's a cat that has the character of a dog"
"852","13","1","2","2","2","2","2","3","3","4","2","4","3","4","4","3","3","2","2","3","3","3","3","2","2","2",""
"853","8","2","3","1","3","3","3","3","2","4","2","4","3","4","3","4","4","2","3","2","3","4","2","2","2","4",""
"854","8","1","1","1","3","2","2","3","1","4","2","5","2","5","4","5","1","2","2","1","4","4","4","2","2","1",""
"857","2","1","3","4","3","3","2","4","1","4","2","5","5","5","5","4","2","1","1","1","1","3","2","2","1","1",""
"859","2","2","2","2","4","2","1","3","2","4","2","4","4","4","4","4","1","2","2","2","2","3","4","2","1","1",""
"860","2","1","1","1","2","1","1","3","1","4","3","5","5","5","5","5","3","1","3","3","2","4","3","2","1","1",""
"862","2","2","3","2","4","2","2","3","4","5","2","5","5","5","5","3","2","1","1","1","1","3","2","2","1","2",""
"863","2","1","2","3","2","2","3","3","2","2","2","5","5","5","2","3","2","4","3","2","4","4","1","2","1","1",""
"865","2","2","1","1","3","2","1","3","1","4","3","4","4","4","4","5","1","1","1","1","1","4","4","2","1","1",""
"866","2","2","1","2","3","2","1","3","2","3","2","5","2","5","4","5","1","2","1","1","1","5","4","2","1","1",""
"867","2","2","4","6","3","3","1","4","4","4","4","4","4","1","4","3","4","1","1","1","1","4","1","2","1","1",""
"870","2","1","3","1","2","1","2","3","2","4","3","5","4","4","5","4","2","1","3","2","2","4","4","2","1","1","Hunt insects"
"872","13","2","1","1","1","1","1","3","1","2","1","4","5","5","4","4","1","3","2","2","3","3","4","2","1","1",""
"873","2","1","1","1","1","1","1","3","3","4","3","5","5","5","5","3","3","2","3","3","2","2","3","2","1","1",""
"874","2","1","1","2","4","3","1","4","4","4","4","5","5","5","5","5","1","1","1","1","3","5","5","2","1","1",""
"875","2","1","3","1","3","1","2","4","3","4","3","5","4","4","5","4","1","1","1","1","1","5","5","2","1","1",""
"876","7","2","2","3","3","1","1","3","1","2","1","5","5","2","4","5","1","2","1","1","5","1","4","2","1","1",""
"877","2","1","3","3","3","1","2","3","1","5","1","5","4","4","4","4","1","3","1","1","1","4","1","2","1","1",""
"878","7","2","3","3","3","1","3","3","5","4","5","2","4","2","4","2","2","2","3","3","2","1","3","2","1","1",""
"879","2","2","1","3","4","3","2","4","1","5","1","4","4","3","5","5","1","1","1","1","1","3","1","2","1","1","Secure enclosed exterior"
"881","2","1","1","3","4","3","2","4","1","5","1","3","3","3","4","4","5","1","1","1","2","3","3","2","1","1",""
"883","5","2","2","3","3","3","1","4","2","5","1","5","5","4","5","5","1","1","1","1","1","3","1","2","1","1",""
"887","5","1","1","1","3","1","1","3","1","3","3","5","4","4","5","5","1","1","1","3","3","3","3","2","1","1","6 months old, not yet taken outside. Co-lives with a Malinois female dog, they are very close, very playful"
"888","2","2","1","1","3","2","1","3","2","4","2","4","4","4","5","5","2","1","2","2","2","3","3","2","1","1","He is still a baby, so he has not been outside, very playful and cuddly, true SBI character, very talkative"
"893","13","2","3","2","2","3","1","4","2","2","2","4","4","4","4","4","2","1","1","1","1","1","1","2","1","1",""
"894","13","2","3","3","2","1","2","4","2","4","4","5","5","5","5","2","1","1","2","3","5","1","5","2","1","1",""
"895","2","2","3","2","3","2","2","3","2","5","3","5","4","5","5","5","1","1","2","2","2","4","4","2","1","2",""
"896","11","2","3","1","2","1","1","4","3","4","4","5","5","4","5","3","3","2","2","3","2","4","3","2","1","1",""
"897","5","2","3","2","3","1","3","4","3","4","2","4","4","4","4","3","4","1","3","3","3","4","3","2","1","1",""
"899","13","1","3","1","2","1","3","3","2","2","3","5","4","4","5","4","2","1","3","3","2","4","4","2","1","1","She is a Burmese cat, she has access to 2 large terraces which are protected by nets, she can observe but not escape."
"902","5","2","4","1","2","1","2","3","3","4","2","4","4","4","4","4","4","2","4","1","3","4","4","2","1","1",""
"904","1","2","3","6","3","2","1","3","1","1","1","5","4","5","5","4","3","1","5","4","3","5","1","2","1","1",""
"905","1","1","2","4","4","3","1","4","1","1","2","5","5","4","5","3","1","3","4","3","3","3","1","2","1","1",""
"906","2","1","3","1","3","2","1","4","4","3","5","5","5","5","5","3","4","1","3","4","4","5","3","2","1","2",""
"907","2","2","1","1","4","3","1","3","1","4","3","5","4","4","5","5","1","1","1","3","2","3","4","2","1","1",""
"908","2","2","2","1","2","1","1","3","1","4","3","4","4","4","4","4","1","1","2","3","2","1","2","2","1","1",""
"909","2","1","1","2","4","3","1","3","4","5","3","5","3","5","5","4","2","1","3","1","2","4","4","2","1","1",""
"910","2","1","1","1","4","2","1","2","5","4","4","5","5","3","5","4","4","1","1","1","1","4","3","2","1","1",""
"911","2","1","1","4","4","1","1","3","1","5","3","5","5","5","5","4","2","1","1","1","1","1","1","2","1","1",""
"912","2","1","1","2","3","3","1","3","1","4","3","3","1","3","5","4","1","2","2","1","3","3","3","2","1","1",""
"913","2","2","1","1","3","3","4","3","1","2","2","3","2","4","4","4","3","2","2","2","3","3","3","2","1","1",""
"915","2","1","3","1","4","2","1","4","4","5","3","5","3","5","5","2","1","1","3","3","1","5","3","2","1","1","Very possessive cat with his master, sociable with our annoying and dominant towards him. Very expressive cat, it is a breed that likes to be spoken to"
"916","1","2","3","3","2","1","2","3","1","2","1","4","3","3","2","4","1","2","2","1","2","4","4","2","1","1",""
"917","2","1","1","1","1","1","1","3","4","5","2","4","5","5","5","5","2","1","3","1","3","5","5","2","1","1","She has not yet been released freely, her predatory sense has not yet been put to the test!"
"918","2","1","2","2","2","2","1","3","1","4","1","4","3","3","4","4","2","1","1","1","1","3","2","2","1","1",""
"919","2","1","3","1","4","2","3","4","5","5","2","5","5","5","5","1","1","1","4","3","4","4","4","2","1","1",""
"920","2","1","2","1","2","1","2","4","1","4","2","3","2","2","5","5","1","1","1","1","1","4","3","2","1","1",""
"921","2","1","3","2","2","1","3","3","1","3","1","3","3","3","3","3","3","3","3","3","3","3","3","2","1","1",""
"922","2","1","3","2","3","1","1","4","2","3","1","5","5","4","5","4","2","2","4","2","2","3","2","2","1","1","She can go out in a harness in the garden on sunny days when I am there...1 to 3 hours 5 meters of lead"
"923","13","2","4","2","4","1","4","3","2","5","1","3","2","4","4","2","4","1","2","3","1","5","1","2","1","4",""
"924","8","1","3","5","3","3","1","4","2","1","2","1","1","1","1","2","2","2","1","1","2","2","1","2","1","1",""
"926","2","1","3","2","2","1","2","3","4","4","2","4","3","3","4","2","3","1","1","1","1","1","3","2","1","1",""
"927","7","1","2","1","4","1","1","3","2","5","1","4","4","3","5","4","4","1","1","1","1","3","4","2","1","1","she doesn't go out"
"928","7","2","2","6","4","3","4","3","2","2","2","2","2","2","2","2","1","1","1","2","1","2","2","2","1","2","0 cat is not the same I have 10 cats all breeds combined, some are sorts others not"
"930","7","2","2","2","3","1","2","3","4","4","3","4","5","3","5","3","2","1","4","5","3","3","2","2","1","1",""
"931","7","2","1","1","4","3","1","4","1","4","3","4","3","3","5","3","2","2","2","3","4","4","4","2","1","1",""
"932","7","1","3","1","3","1","1","4","5","5","1","5","5","5","5","4","5","1","1","4","1","1","5","2","1","1",""
"933","6","2","1","4","2","2","1","4","2","3","2","4","4","4","5","5","1","3","2","3","4","4","5","2","1","1",""
"934","7","1","4","1","2","1","2","3","3","4","3","5","5","5","5","5","3","1","2","3","3","4","3","2","1","1",""
"935","7","2","3","1","4","2","1","3","2","4","2","5","4","5","5","5","2","2","2","1","1","5","5","2","1","1",""
"937","3","1","3","6","4","2","3","3","2","5","3","4","4","2","4","5","2","1","1","1","1","4","4","2","1","2","She goes out into the enclosed garden"
"938","2","2","3","2","3","2","1","3","1","2","2","3","3","5","4","5","1","3","2","2","3","4","2","2","1","1","plays with flies"
"939","3","2","2","2","3","2","1","3","4","4","3","4","4","4","4","2","3","2","2","2","2","3","2","2","1","1","It chases away flies and gnats"
"940","7","2","2","2","3","1","1","3","2","5","2","4","2","3","4","5","2","1","2","1","3","4","4","2","1","1",""
"941","2","1","3","3","4","3","1","4","4","5","4","3","4","3","5","4","3","1","2","4","4","5","2","2","1","1",""
"942","6","2","3","1","3","1","1","4","4","4","3","4","4","4","3","2","1","2","2","3","3","2","3","2","1","1",""
"943","1","1","2","2","3","3","1","3","4","2","4","2","2","2","2","2","4","2","2","4","4","2","5","2","1","1",""
"944","6","1","1","1","4","3","1","3","1","1","3","3","1","3","3","2","1","3","2","2","3","2","3","2","1","1",""
"946","1","1","3","1","3","2","2","3","4","1","5","5","5","3","3","3","4","4","1","5","4","2","5","2","1","1",""
"948","7","2","3","2","4","3","3","3","4","4","1","5","5","5","2","2","2","1","4","2","2","3","3","2","1","1",""
"949","7","1","1","1","3","3","1","3","3","2","4","5","5","4","5","4","3","1","1","4","2","2","4","2","1","1",""
"950","1","1","1","1","2","1","1","3","2","3","3","5","4","5","5","4","4","1","5","3","4","5","1","2","1","1",""
"951","1","2","2","1","1","1","2","3","1","2","1","5","2","5","5","4","1","4","4","2","4","4","5","2","1","1",""
"952","1","1","1","2","3","1","2","3","1","1","1","2","2","4","4","4","1","3","1","1","2","4","4","2","1","1",""
"953","1","1","1","1","1","1","1","3","1","3","3","5","4","5","5","5","2","3","3","3","3","3","4","2","1","1",""
"954","1","2","3","1","2","1","1","3","2","5","2","5","5","5","5","5","4","1","1","2","5","5","4","2","1","1",""
"955","10","1","3","4","3","3","1","3","2","2","1","3","4","3","5","1","3","1","3","1","1","4","4","2","1","1",""
"956","1","1","1","1","4","3","2","4","1","2","1","5","3","5","5","5","1","3","1","1","1","4","5","2","1","1","Thief"
"957","1","2","1","1","3","1","1","4","2","1","2","5","2","5","4","5","1","4","3","3","5","1","3","2","1","1",""
"959","6","1","1","1","4","3","1","4","1","5","5","5","5","5","5","2","3","1","1","3","3","5","3","2","1","1","can't stand being alone..."
"960","12","1","4","1","2","1","3","4","3","3","4","5","5","5","4","4","3","2","3","3","4","2","4","2","1","2",""
"961","6","2","2","2","4","3","3","3","1","1","4","5","4","5","5","4","1","4","4","2","3","2","4","2","1","1",""
"962","6","2","3","4","4","3","3","4","3","4","1","5","5","5","5","1","1","1","1","1","1","5","1","2","1","1","My cat goes out into a secure and demarcated garden"
"963","6","1","3","6","3","2","3","3","2","4","2","4","4","4","5","5","1","1","2","1","2","4","2","2","1","1",""
"964","6","1","1","6","2","1","1","4","1","2","1","5","3","4","5","5","1","1","1","1","1","3","1","2","1","1",""
"965","6","2","3","2","3","2","3","3","3","2","2","4","2","2","4","4","2","3","4","2","4","2","4","2","1","1",""
"967","6","2","3","3","4","2","1","4","2","5","1","4","2","3","5","4","2","1","1","1","1","5","3","2","1","1",""
"968","6","2","3","3","4","2","1","4","1","4","1","2","4","5","5","5","1","1","1","1","1","4","4","2","1","1",""
"970","2","2","3","1","3","2","2","3","2","3","2","4","3","4","4","4","3","1","2","2","2","3","4","2","1","1","Player"
"971","6","2","3","3","2","2","3","3","4","2","1","5","5","5","3","1","4","4","5","1","3","5","1","2","1","1","MCO is a cat dog ??"
"972","7","2","2","1","4","3","1","3","4","4","3","5","4","4","5","4","2","1","2","3","1","4","4","2","1","1",""
"974","6","2","1","1","2","1","3","2","1","2","1","3","2","3","3","3","2","3","3","2","3","3","3","2","1","1","Close to the master 
 If I change rooms and he sleeps in another room he will come he has to see me"
"975","6","1","3","6","4","3","3","3","1","2","1","4","4","4","4","4","2","4","2","1","4","3","4","2","1","2",""
"976","6","1","3","6","4","3","4","3","2","2","1","5","3","4","5","5","2","3","5","3","3","3","5","2","1","1","I have a fenced exterior, sheltered, in short a cattery equipped and safe"
"977","6","2","2","1","4","3","1","4","1","2","2","5","2","3","5","5","1","2","2","1","3","4","3","2","1","1",""
"978","13","2","3","1","2","1","1","3","3","4","4","3","2","2","2","4","2","1","1","1","1","3","3","2","1","1",""
"979","6","2","1","1","3","2","1","3","4","4","3","4","4","5","4","3","4","3","2","3","3","3","3","2","1","1",""
"981","1","2","2","1","1","1","2","3","1","4","1","5","2","5","5","4","1","3","3","1","5","4","4","2","1","1","He doesn't catch animals because I keep him in a harness. Otherwise he climbs trees and screams until we come and get him!!"
"982","6","2","3","2","3","1","2","3","2","4","2","5","4","3","5","4","1","2","4","2","3","4","3","2","1","1","He is a cat-dog, cat-cat"
"983","6","1","3","6","4","3","3","3","1","4","1","5","4","5","5","5","2","3","4","2","2","5","2","2","1","1",""
"984","6","2","1","6","3","3","1","2","1","1","1","3","1","1","5","5","3","1","1","1","1","3","3","2","1","1",""
"985","2","1","1","1","3","3","1","3","3","4","3","4","4","5","4","4","3","3","3","3","3","4","4","2","1","1",""
"986","7","2","3","3","2","2","1","4","4","5","1","5","5","5","5","2","1","1","3","1","1","3","1","2","1","1",""
"987","6","2","3","5","4","2","2","4","1","2","1","2","2","2","2","2","1","1","2","3","1","2","3","2","1","1",""
"988","13","1","3","6","2","2","2","4","1","5","1","4","4","5","5","5","1","2","1","1","4","3","4","2","1","1","Exotic shorthair breed"
"989","6","1","3","5","3","3","2","3","1","2","3","5","5","5","4","5","1","4","5","2","5","4","5","2","1","1",""
"990","1","1","2","2","4","1","1","2","1","5","1","4","3","4","3","3","5","1","4","1","1","2","1","2","1","1",""
"992","1","1","2","1","3","2","1","3","1","3","1","3","3","3","1","3","3","1","1","1","1","3","2","2","1","1",""
"993","1","1","2","1","1","2","1","3","2","3","2","3","4","4","3","4","3","1","2","1","3","3","3","2","1","1",""
"994","13","2","3","3","4","3","3","3","1","4","1","4","4","2","5","5","1","1","5","5","5","5","5","2","1","3","His first passion is to be able to fight with other cats."
"996","2","2","1","2","2","2","1","3","4","4","2","4","4","4","3","3","2","1","1","1","1","2","3","2","1","1",""
"997","1","2","2","2","3","3","1","3","1","5","3","5","4","5","1","5","1","1","4","3","1","4","1","2","1","1",""
